"","pcode","Country","name","name_alt","loc_type","loc_subtype","createdate","createby","closedate","updatedate","source","unhcr_assist","status","POINT_X","POINT_Y","adjusted_vars","type"
"10131","SSDs008752","South Sudan","Kajo-Keji (Sunyu  School)","deactivate","IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,31.666667,3.884782,0,"IDP"
"10132","IRQs031124","Iraq","Husseiniyat Al- Taf",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.394253,32.57239,0,"IDP"
"10133","IRQs031177","Iraq","Um Al-Baneen",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,45.48690078,32.60347177,0,"IDP"
"10134","IRQs031128","Iraq","Hysseiniyat Al- Taf",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.32142,32.222713,0,"IDP"
"10135","IRQs031091","Iraq","Alwat Al-Zaitoon",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.19677222,33.310525,0,"IDP"
"10136","SSDs031355","South Sudan","Mading","deactivate","IDP Location",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,33.3217,8.51503,0,"IDP"
"10137","IRQs031165","Iraq","Shwaka 1",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.386222,33.336999,0,"IDP"
"10138","SSDs031362","South Sudan","Malual East","deactivate","IDP Location",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,27.3,9.19,0,"IDP"
"10139","IRQs031150","Iraq","Mawkib Abbis Al- Shakeri",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.36462,32.214979,0,"IDP"
"10140","IRQs031042","Iraq","Aalbu-Madhi",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.417017,32.03645,0,"IDP"
"10141","IRQs031117","Iraq","Husseiniat wamasjid Imam Hussein",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.550842,32.3439,0,"IDP"
"10142","IRQs031069","Iraq","Al-Hadi elementary School",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.4141,32.1753,0,"IDP"
"10143","IRQs031145","Iraq","Maukib Fatima Al-Zahra'a",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.342043,32.263882,0,"IDP"
"10144","IRQs031089","Iraq","Al-Shawafi'",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.311865,31.986666,0,"IDP"
"10145","IRQs031174","Iraq","Tuz Khormato 2",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.541536,35.010672,0,"IDP"
"10146","IRQs031170","Iraq","The apartments",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.36537,32.22365,0,"IDP"
"10147","SSDs031388","South Sudan","Nyuwak","deactivate","IDP Location",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,31.4629,6.81074,0,"IDP"
"10148","IRQs031095","Iraq","Anana village- Al- Sayeeh",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.366043,32.569678,0,"IDP"
"10149","IRQs031077","Iraq","Al-Mishkab",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.492561,31.801803,0,"IDP"
"10150","SSDs031351","South Sudan","Lerping Island","deactivate","IDP Location",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,30.194319,7.816797,0,"IDP"
"10151","IRQs031081","Iraq","Al-Qadisiya 1",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,43.670832,34.64036,0,"IDP"
"10152","SSDs031387","South Sudan","Nyoat Island","deactivate","IDP Location",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,30.270377,7.751896,0,"IDP"
"10153","IRQs031141","Iraq","Maukib Al-Sada Al-Rufeashat",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.69548,32.25165,0,"IDP"
"10154","IRQs031142","Iraq","Maukib Al-Safeer",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.701088,32.24019,0,"IDP"
"10155","SSDs031348","South Sudan","Kuwai","deactivate","IDP Location",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,31.1881,9.23918,0,"IDP"
"10156","IRQs031179","Iraq","Ush Al- Hana restaurant",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.2437,32.2738,0,"IDP"
"10157","SSDs031366","South Sudan","Mangortong","deactivate","IDP Location",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,27.47,9.05,0,"IDP"
"10158","IRQs031162","Iraq","Sayid Al-Shuhada'a",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,45.825486,32.541325,0,"IDP"
"10159","IRQs031107","Iraq","Hay Al-Askary school",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,43.523361,33.374328,0,"IDP"
"10160","IRQs031166","Iraq","Shwaka 2",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.380154,33.339928,0,"IDP"
"10161","IRQs031088","Iraq","Al-Shahama",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,43.694246,34.529097,0,"IDP"
"10162","IRQs031070","Iraq","Al-Hasan Al-Mojtaba",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,45.57853674,32.58285164,0,"IDP"
"10163","IRQs031126","Iraq","Husseiniyat Sabaya Al- Hussein",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.411697,32.163268,0,"IDP"
"10164","SSDs031414","South Sudan","Weilkol","deactivate","IDP Location",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,31.997419,8.252671,0,"IDP"
"10165","IRQs031093","Iraq","Amairat Residential Complex / Al-Shams",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.174814,33.315989,0,"IDP"
"10166","IRQs031167","Iraq","Shwaka 3",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.379278,33.340041,0,"IDP"
"10167","SSDs031402","South Sudan","Rastigi","deactivate","IDP Location",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,29.394267,4.925044,0,"IDP"
"10168","SSDs031325","South Sudan","Dor Biel Island","deactivate","IDP Location",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,30.199993,7.774444,0,"IDP"
"10169","SSDs031350","South Sudan","Lainiya Mission","deactivate","IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,31.06871,4.34014,0,"IDP"
"10170","IRQs012315","Iraq","Al Khair Mosque",NA,"IDP Center",NA,"4/20/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.303668,33.3158,0,"IDP"
"10171","IRQs031181","Iraq","Youth Club",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,43.910091,34.194625,0,"IDP"
"10172","IRQs031176","Iraq","Tuz Khormato 4",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.521519,35.021789,0,"IDP"
"10173","IRQs031080","Iraq","Al-Qadisiya",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,43.671587,34.625179,0,"IDP"
"10174","IRQs031205","Iraq","Ya-Hussein road-Al-Mazari' 2",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.314594,32.166269,0,"IDP"
"10175","SSDs031363","South Sudan","Malual North","deactivate","IDP Location",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,26.9,9.27,0,"IDP"
"10176","IRQs031056","Iraq","Al- Nikhela village",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.49336,32.420122,0,"IDP"
"10177","SSDs031398","South Sudan","Panyijiar HQ (Chuk)","deactivate","IDP Location",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,30.277776,7.43853,0,"IDP"
"10178","SSDs031324","South Sudan","Boma","deactivate","IDP Location",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,34.4,6.179667,0,"IDP"
"10179","IRQs031202","Iraq","Nu'maniya / Shoumali St. 1",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,45.309501,32.523074,0,"IDP"
"10180","IRQs031140","Iraq","Maukib Ahbab Al-Hussein",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.2028,32.175,0,"IDP"
"10181","IRQs031155","Iraq","Mawkib Khudam Al- Rasool",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.2817,32.2511,0,"IDP"
"10182","IRQs031116","Iraq","Husseiniat wamasjid Abdallah Al-Radheea",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.54447,32.367825,0,"IDP"
"10183","IRQs031158","Iraq","Mawkib wa Husseiniyat Azaa Al- Saiyda Zainab",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.489744,32.213382,0,"IDP"
"10184","IRQs031171","Iraq","The previous party govermental building",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.664808,32.399025,0,"IDP"
"10185","IRQs031148","Iraq","Maukib Wahusseiniat Al-Imam Al-Baqir",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.2027,32.1749,0,"IDP"
"10186","SSDs031377","South Sudan","Ngop 1 Island","deactivate","IDP Location",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,30.258418,7.777372,0,"IDP"
"10187","IRQs031096","Iraq","Asmaa high School",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.2421,32.401,0,"IDP"
"10188","SSDs008613","South Sudan","Walgak","deactivate","IDP Location",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,32.974473,7.806529,0,"IDP"
"10189","SSDs031371","South Sudan","Mer 1 Island","deactivate","IDP Location",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,30.306242,7.782645,0,"IDP"
"10190","IRQs031204","Iraq","Ya-Hussein road-Al-Mazari' 1",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.32922,32.110331,0,"IDP"
"10191","IRQs031207","Iraq","Ya-Hussein road-Al-Mazari' 4",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.279217,32.286197,0,"IDP"
"10192","IRQs031108","Iraq","Hay Al-Shuhada 1",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,43.642203,34.61971,0,"IDP"
"10193","IRQs031152","Iraq","Mawkib Al- Imma Al- Mehdi 2",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.447472,32.223234,0,"IDP"
"10194","SSDs031391","South Sudan","Pabwong Island","deactivate","IDP Location",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,30.162413,7.882695,0,"IDP"
"10195","SSDs031395","South Sudan","Pakang","deactivate","IDP Location",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,31.4674,9.37459,0,"IDP"
"10196","IRQs031101","Iraq","Bermana village",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.527464,32.398766,0,"IDP"
"10197","IRQs031061","Iraq","Al-Abrar",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,45.827147,32.546653,0,"IDP"
"10198","IRQs031119","Iraq","Husseiniyat Aamiat Al- Baqieaa",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.368893,32.205631,0,"IDP"
"10199","SSDs031331","South Sudan","Jaac","deactivate","IDP Location",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,26.76,9.21,0,"IDP"
"10200","IRQs031147","Iraq","Maukib Wahussainiat Shaheed Al-Mihrab",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.2027,32.1753,0,"IDP"
"10201","SSDs025766","South Sudan","Kurais Payam","deactivate","IDP Location",NA,"6/8/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,31.095339,9.143729,0,"IDP"
"10202","IRQs031060","Iraq","Al-Abbasiya",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.433544,32.075253,0,"IDP"
"10203","IRQs031118","Iraq","Husseiniyat  Ahbab Al- Hussein- Kareem Thiyab",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.441423,32.23452,0,"IDP"
"10204","IRQs031102","Iraq","Culture club building",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.12520833,33.196025,0,"IDP"
"10205","IRQs031195","Iraq","Baghdad Road Dispersed Transit Centres 2",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.00159,32.630595,0,"IDP"
"10206","IRQs031044","Iraq","Al- Amel kindergarten",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.2227,32.2744,0,"IDP"
"10207","IRQs031051","Iraq","Al Kasim",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.324031,32.224896,0,"IDP"
"10208","SSDs031382","South Sudan","Nyanapol","deactivate","IDP Location",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,31.1808,8.19372,0,"IDP"
"10209","IRQs031048","Iraq","Al Imam - The agriculture  building",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.503284,32.667482,0,"IDP"
"10210","SSDs031358","South Sudan","Makuach","deactivate","IDP Location",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,31.7304,6.2614,0,"IDP"
"10211","SSDs031404","South Sudan","Rienya Island","deactivate","IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,30.102274,7.851567,0,"IDP"
"10212","SSDs031415","South Sudan","Werrnyon","deactivate","IDP Location",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,31.41252,7.335932,0,"IDP"
"10213","SSDs031357","South Sudan","Majok Island","deactivate","IDP Location",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,30.292638,7.772625,0,"IDP"
"10214","SSDs031372","South Sudan","Mer 2 Island","deactivate","IDP Location",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,30.30269,7.789912,0,"IDP"
"10215","IRQs031168","Iraq","Sit Nafisa Mosque",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.5086,33.30272,0,"IDP"
"10216","SSDs031413","South Sudan","Warlong gram","deactivate","IDP Location",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,27.58,8.98,0,"IDP"
"10217","IRQs031064","Iraq","Albu Fayadh",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.688085,32.301268,0,"IDP"
"10218","IRQs031083","Iraq","Al Qadiseya complex building",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,43.66185444,34.6524774,0,"IDP"
"10219","SSDs031399","South Sudan","Payat Island","deactivate","IDP Location",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,30.177758,7.839506,0,"IDP"
"10220","SSDs031385","South Sudan","Nyilwak","deactivate","IDP Location",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,31.3096,9.41067,0,"IDP"
"10221","IRQs031050","Iraq","Al Kafel Um Kafsh",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.299808,32.422864,0,"IDP"
"10222","SSDs031354","South Sudan","Madhol","deactivate","IDP Location",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,27.76,9.03,0,"IDP"
"10223","SSDs008606","South Sudan","Kajo-Keji (Abaya School)","deactivate","IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,31.666667,3.884782,0,"IDP"
"10224","IRQs031143","Iraq","Maukib Al-Sidiqa Fatima Al-Zahraa",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.393537,32.665544,0,"IDP"
"10225","SSDs008629","South Sudan","Kajo-Keji (Bamurye  School)","deactivate","IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,31.666667,3.884782,0,"IDP"
"10226","SSDs031342","South Sudan","Kisigor","deactivate","IDP Location",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,33.9472,5.75872,0,"IDP"
"10227","IRQs031164","Iraq","Secretary II / Collector righteous",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.50556763,33.31025401,0,"IDP"
"10228","IRQs031090","Iraq","Alwat Al-Fahal",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.384372,32.063189,0,"IDP"
"10229","IRQs031062","Iraq","Al-Ameen Al-khalidiyah secondary school",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,43.524194,33.385567,0,"IDP"
"10230","IRQs031136","Iraq","Maokib Habeeb Bin Mudhahir Al-Asady",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.42882,32.514336,0,"IDP"
"10231","IRQs031175","Iraq","Tuz Khormato 3",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.527117,35.002542,0,"IDP"
"10232","IRQs031192","Iraq","Abu Sukhair road",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.448617,31.931572,0,"IDP"
"10233","SSDs031376","South Sudan","Muku 1","deactivate","IDP Location",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,29.496592,4.907219,0,"IDP"
"10234","IRQs031149","Iraq","Maukib Wahusseiniat Al-Imam Al-Hussein",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.550861,32.347595,0,"IDP"
"10235","IRQs031087","Iraq","Al-Salam housing complex",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.331086,32.032786,0,"IDP"
"10236","IRQs031067","Iraq","Al-Dejaili",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,46.078611,32.457778,0,"IDP"
"10237","IRQs031123","Iraq","Husseiniyat Al- Guwam",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.422361,32.477082,0,"IDP"
"10238","IRQs031135","Iraq","Mahdiya",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.373602,33.245174,0,"IDP"
"10239","IRQs031111","Iraq","Hospitalty Houses",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,43.865108,33.167134,0,"IDP"
"10240","IRQs031125","Iraq","Husseiniyat Ali Al- Akbar",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.472855,32.214876,0,"IDP"
"10241","IRQs031063","Iraq","Albo Hoory",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,43.889532,33.155766,0,"IDP"
"10242","IRQs031076","Iraq","Al-Mazeiadeiah",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.628611,32.378056,0,"IDP"
"10243","IRQs031099","Iraq","Babylon Hotel 1",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.430846,32.511659,0,"IDP"
"10244","SSDs031359","South Sudan","Malakia Baptist Church","deactivate","IDP Location",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,32.076182,3.606623,0,"IDP"
"10245","IRQs031097","Iraq","Bab Al- Mashahd",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.436093,32.4771,0,"IDP"
"10246","IRQs031154","Iraq","Mawkib Ashab Al- Kisaa",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.493895,32.210414,0,"IDP"
"10247","SSDs031373","South Sudan","Mewun","deactivate","IDP Location",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,0,34.67,6.2,0,"IDP"
"10248","IRQs031139","Iraq","Maukib Ahali Medinat Al- Thawra",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.245101,32.301534,0,"IDP"
"10249","IRQs031055","Iraq","Al Neshaish",NA,"IDP Center",NA,"11/16/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,44.496564,32.479062,0,"IDP"
"10250","BGDs000043","Bangladesh","Kanjorpara",NA,"Refugee Center",NA,"11/25/16","chatelli@unhcr.org",NA,"11/1/19","UNHCR","Yes",0,92.2218,21.073,0,"Refugee"
"10251","KENs009178","Kenya","Mombasa",NA,"Refugee Urban location",NA,"11/28/16","chatelli@unhcr.org",NA,"11/1/19","UNHCR","Yes",1,39.667004,-4.04,0,"Refugee"
"10252","TUNs005742","Tunisia","Djerba",NA,"Refugee Urban location",NA,NA,"orand@unhcr.org","2018-11-28T00:00:00Z","11/1/19","UNHCR","Yes",0,10.86027672,33.88187081,0,"Refugee"
"10253","UGAs001579","Uganda","Ngomoromo CP",NA,"Refugee Center",NA,"4/24/17","chatelli@unhcr.org",NA,"11/1/19","UNHCR","Yes",1,32.577236,3.696065,0,"Refugee"
"10254","UGAs031529","Uganda","Palorinya RC",NA,"Refugee Center",NA,"5/29/17","saint@unhcr.org",NA,"11/1/19","UNHCR","Yes",0,31.661,3.50694611,0,"Refugee"
"10255","UGAs001580","Uganda","Lokung",NA,"Refugee Dispersed",NA,"4/24/17","chatelli@unhcr.org",NA,"11/1/19","UNHCR","Yes",0,32.74570472,3.55235111,0,"Refugee"
"10256","UGAs001578","Uganda","Waligo CP",NA,"Refugee Center",NA,"4/24/17","chatelli@unhcr.org",NA,"11/1/19","UNHCR","Yes",1,32.365458,3.604772,0,"Refugee"
"10257","UGAs001581","Uganda","Menzere CP",NA,"Refugee Center",NA,"4/24/17","chatelli@unhcr.org",NA,"11/1/19","UNHCR","Yes",0,31.1880951,3.7070131,0,"Refugee"
"10258","TCDs031525","Rep. of Chad","Bohoma","a","Refugee Location",NA,"10/18/16","saint@unhcr.org",NA,"11/1/19","UNHCR","Yes",1,15.694,7.745,0,"Refugee"
"10259","AGOs003817","Angola","Mussungue",NA,"Refugee Center",NA,"5/18/17","chatelli@unhcr.org",NA,"11/1/19","UNHCR","Yes",0,20.811591,-7.437718,0,"Refugee"
"10260","AGOs003818","Angola","Conduege",NA,"Refugee Center",NA,"5/18/17","chatelli@unhcr.org",NA,"11/1/19","UNHCR","Yes",0,20.85816,-7.361634,0,"Refugee"
"10261","MMRs032275","Myanmar","Dawthponeyan Board.School",NA,"IDP Location",NA,"5/29/17","saint@unhcr.org",NA,"11/1/19",NA,NA,0,97.461272,24.613976,0,"IDP"
"10262","MMRs032413","Myanmar","Tarli",NA,"IDP Location",NA,"5/29/17","saint@unhcr.org",NA,"11/1/19",NA,NA,0,97.416827,24.492493,0,"IDP"
"10263","MMRs032398","Myanmar","Sar Hmaw - ICM",NA,"IDP Location",NA,"5/29/17","saint@unhcr.org",NA,"11/1/19","MMR001CMP236",NA,0,96.794,25.225,0,"IDP"
"10264","MMRs032341","Myanmar","Man Nawng",NA,"IDP Location",NA,"5/29/17","saint@unhcr.org",NA,"11/1/19",NA,NA,0,97.32166,24.410009,0,"IDP"
"10265","MMRs032305","Myanmar","IDP Board. Sch. A Len Bum",NA,"IDP Location",NA,"5/29/17","saint@unhcr.org",NA,"11/1/19","MMR001CMP208",NA,1,97.541794,24.752471,0,"IDP"
"10266","MMRs032286","Myanmar","Host F.",NA,"IDP Location",NA,"5/29/17","saint@unhcr.org",NA,"11/1/19","MMR001CMP163",NA,1,97.228835,24.263786,0,"IDP"
"10267","MMRs032289","Myanmar","Host F.",NA,"IDP Location",NA,"5/29/17","saint@unhcr.org",NA,"11/1/19","MMR001CMP197",NA,1,97.348405,24.251232,0,"IDP"
"10268","MMRs032331","Myanmar","Lan Jaw",NA,"IDP Location",NA,"5/29/17","saint@unhcr.org",NA,"11/1/19",NA,NA,0,98.354147,25.708763,0,"IDP"
"10269","MMRs032335","Myanmar","Mai Khat",NA,"IDP Location",NA,"5/29/17","saint@unhcr.org",NA,"11/1/19",NA,NA,0,97.409474,24.441697,0,"IDP"
"10270","MMRs032396","Myanmar","Phar Kay/Nant Waing",NA,"IDP Location",NA,"5/29/17","saint@unhcr.org",NA,"11/1/19",NA,NA,0,97.42986,24.63086,0,"IDP"
"10271","MMRs032388","Myanmar","Nam Tu RC",NA,"IDP Location",NA,"5/29/17","saint@unhcr.org",NA,"11/1/19",NA,NA,0,97.398989,23.088058,0,"IDP"
"10272","MMRs032343","Myanmar","Man Ting",NA,"IDP Location",NA,"5/29/17","saint@unhcr.org",NA,"11/1/19",NA,NA,0,97.276592,24.759552,0,"IDP"
"10273","MMRs032291","Myanmar","Host F.",NA,"IDP Location",NA,"5/29/17","saint@unhcr.org",NA,"11/1/19",NA,NA,0,96.793177,24.224831,0,"IDP"
"10274","MMRs032415","Myanmar","Tote Tan Ward",NA,"IDP Location",NA,"5/29/17","saint@unhcr.org",NA,"11/1/19","MMR001CMP075",NA,1,97.41529,27.3117,0,"IDP"
"10275","MMRs032347","Myanmar","Moenyin",NA,"IDP Location",NA,"5/29/17","saint@unhcr.org",NA,"11/1/19","MMR001CMP233",NA,1,96.36692,24.76496,0,"IDP"
"10276","MMRs032307","Myanmar","Inn Lel Yan",NA,"IDP Location",NA,"5/29/17","saint@unhcr.org",NA,"11/1/19","MMR001CMP227",NA,1,97.561106,27.248965,0,"IDP"
